APP_NAME,USER,DATE,STAR,LIKE,COMMENT,OS
카카오톡 KakaoTalk,별명많구나도란,2022-04-01 12:32:11,1,0,오류수정해주세요,ios
카카오톡 KakaoTalk,가가각다,2022-04-01 11:36:10,4,0,ㅜㅜ,ios
카카오톡 KakaoTalk,❤️‍🔥😳🧡💋❣️,2022-04-01 10:52:40,3,0,"카카오톡 업데이트 이후 카카오톡 선물하기 > 랭킹 부분이 상품보다 리뷰가 눈에 보이니까 선물 고를 때 불편하네요… 이 전에는 카카오톡 선물하기 많이 사용했는데, 불편해서 안 보게됩니다.",ios
카카오톡 KakaoTalk,지니맘마미,2022-04-01 10:48:15,5,0,잘 쓰다가 어느샌가 보니 없어져있네요 ㅠㅠ 착한아이 폰트 다시 업데이트 해주세요,ios
카카오톡 KakaoTalk,강보헤,2022-04-01 03:58:23,4,0,상대방한테도 안뜨게 이 기능 없애주시면 안될까요...? 프사 자주 바꾸기도 민망할지경!^^;,ios
카카오톡 KakaoTalk,Kguksscd,2022-04-01 00:31:59,1,0,"처음엔 리뷰 랭킹이 따로있는줄 알았네요 대체 누구 아이디어인지 이게 승인이된것도 놀랍고ㅜ리뷰 다 비슷비슷한 멘트에 상품은 작아서 보이지도않고 랭킹보면서 요즘 유행하는거, 잘팔리는거 보면서 아이쇼핑도 하고 내가 사서 쓰기도 하고 친구들 선물줄때도 랭킹이 유용했는데 이건 사지 말라는 거 같은데요",ios
카카오톡 KakaoTalk,개시부랄똥,2022-03-31 22:42:38,5,0,"보낸사람 : 내용. 이런식의 예전 카톡이 보고싶습니다  왜 이런 업데이트를 하는걸까요.. 진짜 한 번만 원래대로 해 주시면 안되나요 ..,!!",ios
카카오톡 KakaoTalk,커난ㅋ탸누뉴야투듀져쟌ㄴ,2022-03-31 22:24:43,1,0,좋긴 좋았는데 계속 한 1년에 2~3번 정도 계정을 계속 잃어버렸다고 하네요 결국 초기화 됐습니다,ios
카카오톡 KakaoTalk,gownjdy,2022-03-31 22:08:06,5,0,멀티프로필 기능 너무 좋은데 친구추가를 해야만 사용할 수 있다는게 너무 불편해요 단체톡방에 있는 사람을 다 추가하기도 좀 그런데 단체톡방 안에서 사용할 수 있는 멀티프로필도 생기면 좋겠어요 오픈채팅방처럼!,ios
카카오톡 KakaoTalk,cj34gun,2022-03-31 22:02:04,5,0,탈퇴하려고 보니 계속 탈퇴 안된다고 뜨는데 탈퇴 좀 시켜주세요. 뭔가 오류 난거 같은데,ios
카카오톡 KakaoTalk,이응비,2022-03-31 21:03:55,4,0,아이폰 바탕화면에 카카오톡이 깔려있는데 모르고 바탕화면에서제거 눌렀다가 바탕화면에서 카카오톡이 사라졌는데 다시 바탕화면에 보이게 하려면 어떻게 해야되나요 ㅠㅠ 앱스토어가서 카카오톡들어가도 열기로만 되어있어서 방법좀 알려주세요,ios
카카오톡 KakaoTalk,han희,2022-03-31 20:47:27,5,0,춘식이 카톡 테마 좀 만들어주세여ㅠㅠㅠㅠㅠㅠㅠㅠ,ios
카카오톡 KakaoTalk,ㅎ22222,2022-03-31 18:24:21,5,0,글씨체 더 넣어주세요,ios
카카오톡 KakaoTalk,Hannah White™,2022-03-31 05:40:23,1,1,뭡니까? 오래된 카톡 내용이 자동삭제 되어있고 몇몇 채팅방은 아예 사라져버렸네요. 한두개도 아니고 이게 뭡니까? 알림도 없이 멋대로 지워버리는 기능이 왜 있나요? 덕분에 중요한 내용 많이 날렸습니다. 언제 지워버렸는지 멋대로 해버려서 더 어이가 없네요. 톡서랍 플러스인지 뭔지 만들고 나서 오래된 카톡 자동삭제 기능 넣으신 겁니까? 중요한 내용 다 날려서 참 실망스럽고 화가 납니다. 카톡 점점 업데이트 할수록 ui도 이상해지고 차라리 10년 전 카톡이 더 쓰기 편했습니다. 결제하고 광고 기능만 점점 늘어나는 거 사용자들도 다 압니다. 이모티콘 플러스니 톡서랍 플러스니 결제랑 광고만 우겨넣지 마시고 사용자 의견도 좀 보세요.,ios
카카오톡 KakaoTalk,아ㅓ아울루철,2022-03-31 00:44:08,1,0,뭐만하면 계속 튕기네.. 오류 수정안함??,ios
카카오톡 KakaoTalk,호그와트교장,2022-03-30 23:14:35,5,0,시력이 안 좋은 사람은 카톡 내용을 읽기 힘들어요   아빠가 시력이 많이 안 좋아서 대화를 읽으려면 캡쳐를 하고 그 사진을 확대해서 한 글자 한 글자 읽어야돼요 물론 글자 크기는 가장 크게 설정되어 있죠.. 그러니 대화를 읽어주는 기능이 있으면 좋을 것 같습니다,ios
카카오톡 KakaoTalk,T^T ;;,2022-03-30 22:47:27,5,0,아이패드로 페이스톡 하면 가로 세로 바뀌는데 가로로 할 때도 안 바뀌게 해주세요,ios
카카오톡 KakaoTalk,초희귀종양꼬치,2022-03-30 22:33:12,5,0,ㄹㅇㅋㅋ,ios
카카오톡 KakaoTalk,로블록스 에러 망겜,2022-03-30 22:28:25,1,0,와 랙 실환가 이거 망했네 와 걍 문자를 쓰겠다 이런걸 왜 만들어가지고,ios
카카오톡 KakaoTalk,Aka Amy,2022-03-30 21:51:50,5,0,"지금도 좋지만, 나에게 등록되지 않은 사람에게 공개되는 카톡이 멀티프로필이 될수있게 설정 변경이 가능하면 좋겠어요. 메인 프로필이 뭔가 더 개인 사생활적인건데, 모르는 사람이 번호를 저장하고 카톡을 보내면 불편할때가 있어요.  업데이트시 참고되면 좋겠어요.",ios
카카오톡 KakaoTalk,정또시,2022-03-30 20:34:43,4,0,카카오톡도 스토리 기능이 추가됐으면 좋겠어요ㅠㅠ(인스타나 페북처럼요ㅠㅠ)  나머지는 다 만족하는데 항상 느끼는거거든요 스토리ㅠ 멀티프로필별로 올릴수있으면 좋을것같고 멀티프로필도 그 프로필이랑 상메 예전에 바꿨던거?? 볼수있는 그거 만들어주세용ㅠㅠㅠㅠ,ios
카카오톡 KakaoTalk,아라겨요,2022-03-30 19:53:11,1,0,누구 아이디어로 업데이트한거죠?  랭킹대로 보이지도 않고 특정업체 리뷰로 몰아주기입니까?  상품이 뭔지도 보이지도 않고  선물하기 아이쇼핑 이젠 하지도 못하겠네요?  리뷰보니까 저만 그런게 아닌거 같은데  이게 정말 회의를 거치고 업데이트한 항목이 맞습니까?  원래대로 돌려놓으시죠 빠른시일내에  이럴바엔 네이버쇼핑을 들어가지.,ios
카카오톡 KakaoTalk,딜라잇317,2022-03-30 19:16:50,5,0,멀티프로필 갯수 늘려주시면 좋을것 같아요 모임별로 다르게 설정하고 싶어서요 3개로는 부족해요 추가해 주실꺼죠?? 🙏🙏🙏,ios
카카오톡 KakaoTalk,핑크소리,2022-03-30 15:41:03,5,0,"예전 사각 말풍선도 있었으면 좋겠구요. 말풍선을 사각과 둥근 이렇게 선택하면 좋을거 같은데요, 말풍선 칼라도 좀 몇가지 고르게해주시면 즐거운 카톡생활이 되지않을까 합니다. 노랑둥근 말풍, 이제 지겨워요, 변화없는 테마들도 별루에요",ios
카카오톡 KakaoTalk,rlfwnsdud,2022-03-30 15:05:06,3,0,일반채팅방 별로 프로필 이름 설정 할수 있으면 좋겠네요,ios
카카오톡 KakaoTalk,Heelim51,2022-03-30 07:18:23,3,0,카톡 선물하기 애용했었는데 랭킹에서 보는게 힘들어 졌습니다. 상품사진보다 후기가 더 커서 가시성이 떨어지고 구매욕구가 줍니다.,ios
카카오톡 KakaoTalk,띠이언,2022-03-30 01:09:36,5,0,다 좋은데 추가로 카톡 보낼 때 무음으로 전송할 수 있는 기능이 있었으면 좋겠어요,ios
카카오톡 KakaoTalk,정존버,2022-03-29 23:51:37,1,0,아니 lte만 잡으면 카카오톡 수신 발신 모두 먹통됨. 인터넷 문제인가 했더니 다른거는 잘만 되고 카카오톡만 딱 안됨. 뭐임?,ios
카카오톡 KakaoTalk,whatever150905,2022-03-29 23:48:04,4,0,일러스트 배경화면을 사용할때   노란 읽음 표시가 선명하지 않아  가독성이 매우 떨어지게 됩니다  일러스트 배경별로 읽음표시가  다른 색이면 어떨까 제안합니다.,ios
카카오톡 KakaoTalk,토사요,2022-03-29 21:01:42,5,0,앱은좋은데 업데이트가 너무많아요 ㄹㅇ로 업데이트좀 줄이면 좋을듯,ios
카카오톡 KakaoTalk,정원.,2022-03-29 20:47:27,5,0,멀티 프로필 설정이 필요한데 업데이트를 해도 안떠요 어떡하죠,ios
카카오톡 KakaoTalk,마카롱유니콘,2022-03-29 16:37:02,5,0,개발자님! 늘 열심히 해 주셔서 감사합니다!❤️,ios
카카오톡 KakaoTalk,제토이,2022-03-29 11:28:11,3,0,"⭐️제발 친구목록이랑 채팅방 폴더기능 도입해주세요⭐️ 친구수가 몇백명이 넘어가는데 제발 정리할 수 있게 해주세요 동명이인도 많고 특히 ⭐️단톡방 만들때 한명씩 검색하는 것도 너무 사용성이 떨어집니다⭐️ 제발제발제발 _ 프로필 즐겨찾기&단톡방 즐겨찾기 동시에 한 곳에 다 모아놓으니까 즐겨찾기해도 정리가 안 됩니다! 제발 _ 카톡에서 오픈채팅도 활성화 시키고 계시는 거 잘 알겠구요. 그로 인해 채팅방 수가 엄청나게 늘어나고 있는데 사용자 입장에서 한 번만 제발 생각해주세요 제발.. 카드 뉴스, 피드, 임티 구독, 헤어샵, 홈쇼핑 등 사업 영역 무한정 확장시키기보다 채팅 이용에 최우선으로 기반을 다지고 다음 영역으로 이동하셨으면 좋겠습니다. 제발. plz",ios
카카오톡 KakaoTalk,연승조,2022-03-29 10:16:55,2,0,줌 링크를 카카오톡으로 보내주셨는데 pc 카카오톡과 연동이 되지 않아 회의에 지각했습니다.,ios
카카오톡 KakaoTalk,plentysun,2022-03-29 10:06:05,5,0,"친구 프로필 업데이트 없애주세요..,, 궁금하지도 않은데 뜨고 시간만 허비하게 되는 것 같아요.",ios
카카오톡 KakaoTalk,대한민국만세종,2022-03-28 23:49:05,1,0,어플리케이션 구동하면 2~3초씩 딜레이 걸리네요. Ios문제인지…카톡 개발팀에서 해결 가능하다고 믿습니다ㅎㅎ 응원할게요!,ios
카카오톡 KakaoTalk,ㄱㅈ귻ㅂ드,2022-03-28 20:59:20,1,0,이미지첨부가안되서 진짜 속터져요,ios
카카오톡 KakaoTalk,메라포리,2022-03-28 20:21:39,3,0,카카오콘을 더 쉽게 얻으면 좋겟네염 (잼민이),ios
카카오톡 KakaoTalk,꾸빈꽃 (유튜버),2022-03-28 20:11:08,5,0,말 그대로 다 좋습니당! 프로필 뮤직 여러개로 할 수 있는 기능도 추가하면 좋을 것 같아영,ios
카카오톡 KakaoTalk,제발이거추가해주세요,2022-03-28 19:42:17,5,0,사진으로 답장 보낼수 있게 해주세욥. 그리구 검색한거 보내는건 참 좋은것가타욥.,ios
카카오톡 KakaoTalk,딸 국 질,2022-03-28 18:47:31,3,0,좋타,ios
카카오톡 KakaoTalk,리리뢰,2022-03-28 15:30:21,1,0,후기만 보이고 진짜 드가기싫게 만들어둬서 선물해주기싫어요,ios
카카오톡 KakaoTalk,qywtrw,2022-03-28 15:27:52,4,0,실험실 기능이 바람처럼 나타났다가 사라지는 건 알겠는데 오픈채팅 분리는 언제 다시 나타나나요🥺🥺🥺🥺 13 유저도 분리 해주세요 ㅠㅠㅠㅠ,ios
