APP_NAME,USER,DATE,STAR,LIKE,COMMENT,OS
배달의민족,삼월의 봄,2022-04-07 13:19:32,5,0,현재 아이폰13 사용중인데 비마트 메뉴를 찾을 수가 없네요... 서비스가 종료된 건가 싶어 인터넷에 검색하면 나오는데 앱 내에서 메뉴가 보이지 않아요. 앱으로 비마트 주문이 불가능해진 건가요?,ios
배달의민족,아나더우오뷰죽,2022-04-07 13:02:52,5,0,맛있어요,ios
배달의민족,문수보행,2022-04-07 13:01:22,5,0,배달비만 좀 내렸으면 좋겠습니다.,ios
배달의민족,모자쓴피츄,2022-04-07 12:45:58,4,0,ㅠㅠㅠ배달비가 진짜 너무 심해요 ㅠㅠㅠ말이 안됩니다,ios
배달의민족,분당정자동,2022-04-07 10:59:10,5,0,"코로나 이전부터 애용하던 배민 앱이 코로나 이후로는 그야말로 진가를 발하네요!!!  배민앱이 저에게 젤큰 장점은  배민 앱을 통해  ‘미처 몰랐던 울집 주변의 맛집’의 음식을  쉽게 맛볼수있어서 참 편리하고 좋아요!!  배달비 3천원으로 편하고 위생적이고 신속하게 식사를 할수있어서 저에겐 되려 경제적입니다.  그리고  B마켓 주문도 자주 이용하는데,  항상 fresh한 제품을 신속하게 배달해주셔서  대만족합니다~  전국별미 또한  발품 팔지않고 집에서 편하게 맛볼수있어서  만족합니다~  전체적으로 배민앱 대만족하며 애용중입니다!  늘 감사드리고  항상 좋은 아이템 많이 부탁드려요~^^*",ios
배달의민족,뽕이팅이,2022-04-06 21:22:12,5,0,메뉴누락되어 순간 기분이너무상했지만 적절히ㅜ응대해주심에감사합니다,ios
배달의민족,아악 굳,2022-04-06 21:09:37,5,0,굳,ios
배달의민족,꽁이만,2022-04-06 19:24:53,5,0,가족들이 좋아해서 자주 포장해옵니다,ios
배달의민족,세리!앙,2022-04-06 17:47:53,5,0,해산물볶음밥여기서먹다 딴데 못먹음  당슉도 말할거없이 최고!!,ios
배달의민족,이너품,2022-04-06 17:00:42,4,0,ㅎㅅ,ios
배달의민족,리죄송,2022-04-06 16:10:13,5,0,좋은 앱입니다. 전체적인 디자인이나 유용성 정확도 그리고 전단지이미지를 등록해서보여주는것은 좋은것 같습니다.,ios
배달의민족,ㅕㅕㅓㅓㅠㅎㄹㄹㄱㅊㅎ,2022-04-06 15:31:05,5,0,단골점수 라는기능을 만들어서 가게마다 최다주문건수나 일정횟수이상 주문한 사람수등을 볼수있데하면 재밌을거같아여 이벤트성이라도!,ios
배달의민족,오드리로즈,2022-04-06 12:45:34,5,0,항상 이용할때마가 느끼는 거지만 너무 편리하고 깔끔한서비스에 넘 만족합니다.,ios
배달의민족,홍드로629,2022-04-06 12:18:52,5,0,제 입에 적당히 매콤하니 맛있었네요,ios
배달의민족,엘ㄹㅣㅅㅑ,2022-04-06 10:42:48,1,0,일인 일 배달이 아니여서 도착한 음식이 매번 식어서 오고 맛이 없어서 이런점이 불편합니다,ios
배달의민족,레오:,2022-04-06 08:07:31,5,0,어찌된 일인지 순살을 시켰는데 순삭..👍🏻☺️,ios
배달의민족,tomiya705,2022-04-05 23:20:45,5,0,정말 최고예요~! 연예인 자연눈썹은 인스타 젠틀르반!,ios
배달의민족,닭띠기이일,2022-04-05 22:30:09,5,0,"처음 주문해보았구요, 계림은 종로쪽이 본점이라고 들었던 것 같아서 한번 주문해보았는데 정말 최애 닭도리탕이 되었습니다..👍 엄마가 만들어준것 이후로 맛있음. 먹고나서 바로 후기를 작성중인데요, 오늘 감기&몸살로 입맛도 없어서 딱 먹어봤더니 마늘이 들어가서 그런지 몸에 열이 나면서 감기가 하루만에 풀리는 느낌이예용,, 너무 잘먹었습니다~❤️ 앞으로 더 번창하세요~!!!!🙏🏼⭐️⭐️⭐️⭐️⭐️",ios
배달의민족,디마리아아,2022-04-05 21:20:27,5,0,재방문 의향 있습니다 맛있어용,ios
배달의민족,개연두짱,2022-04-05 21:17:42,5,0,넘 배고파서 사진생략! 첨 시켰능데 대만족!,ios
배달의민족,진아진아진아진아,2022-04-05 21:06:12,5,0,배송 빠르고 맛있고 잘 먹었어요,ios
배달의민족,흔한남매 짱~~~~~~~~~~~,2022-04-05 21:02:51,4,0,? 안가리쵸 드려요 ㅎㅎ,ios
배달의민족,정지갱,2022-04-05 20:59:42,5,0,너무 맛있게 잘 먹었습니다,ios
배달의민족,꼭 이기고 싶다...현 여당~,2022-04-05 20:32:14,5,0,가성비 좋습니다!!!,ios
배달의민족,국내여행러,2022-04-05 20:05:57,2,0,저번에도 문의 했는데 데이터로 잘 들어가지다가 어느순간 갑자기 데이터를 키면 네트워크 연결이 안되있다면서 안들어가지고 무조건 와이파이를 연결해야지 들어가지는데 문의 답변은 삭제후 재설치 하라고 해서 했는데도 안되고 고객센터 말대로 회원 탈퇴도 했는데 똑같은 증상이 그대로 있는데 그렇다고 데이터가 안되는것도 아니고요 데이터로 사용 다 잘 합니다 집 가기 전 포장주문을 할려고 했지만 데이터로는  들어가지도 못해서 못하고 뭐가 문제일까요..?,ios
배달의민족,zionism12,2022-04-05 19:45:03,5,0,가족중 외출이 어려운 가족이 있어 육회 배달을 몇 군데 시켜봤는데 단연 최고 입니다,ios
배달의민족,아니 별명을 쓰면 있다잖아,2022-04-05 19:27:32,5,0,맛있게 잘 먹었습니다 아주 바삭 바삭 하고 좋네요 배송도 되게 빠르고 빠르게 왔어요,ios
배달의민족,느티트리플,2022-04-05 15:26:13,5,0,정말 편하게 사용하고 있어요,ios
