APP_IMG,APP_NAME,USER,DATE,STAR,LIKE,COMMENT,OS
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,대학생VLOG,2022-04-08 00:00:00+09:00,3,0,버그좀 고쳐라 라이엇아 아니 지금 2달이 됀거 같은데 로딩창에서 팅기는거 아직도 안고치고 방금 시계태엽 골드 증강체 먹었는데 적전부 4초 속박이라며 왜 상대 저격수는 속박이 안걸려서 나한테 딜넣냐 방금 1등각 이거때매 놓치고옴 그리고 매칭 mmr이 어떻게 돼는지는 모르겠는데 플레 2가 다이아 3~1만나는게 말이냐? 제발 버그좀 고쳐 피시 만 신셩쓰지말고 모바일에도 신경을 써라 지금 3시즌부터 재밌게 하고 있는데 버그 안고치고 이상태 유지 돼면 진지하게 게임 떠날거 같아서 그래 제발 고쳐줘라 클린한 게임 하고싶다 큐잡힐때마다 팅겨서 ...전체 리뷰,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,한상민,2022-04-08 00:00:00+09:00,1,0,터치안됨,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,무미,2022-04-08 00:00:00+09:00,1,0,각종버그 오류투성이 개선없음,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김준용,2022-04-08 00:00:00+09:00,1,0,운빨망...,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,신정원,2022-04-08 00:00:00+09:00,1,1,계정정지먹으면 다른계정으로 로그인 시도도 못하게함,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,HoHyun Kim,2022-04-07 00:00:00+09:00,5,0,다 좋긴한데 일부 효과음이 안들림,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,홍대건,2022-04-07 00:00:00+09:00,1,0,게임중 자꾸 끊김이 생기고 렉이 엄청심합니다 갤럭시 사용중인데 제발고쳐줬으면합니다 핑이자꾸 100넘게 올라가면서 렉이 진짜많이 심해요 그전에 아이폰이 너무작아서 이번에 갤럭시22 큰거로 바꿔서 오랜만에 할라했는데 렉이너무심해서 게임 진행이 안될정도입니다 이걸 어떻게해야 제대로 할수있을지도 모르겠고 핸드폰에 문제는 없는거같은데 못해먹겟습니다,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,바둑,2022-04-07 00:00:00+09:00,5,0,굿,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김은정,2022-04-07 00:00:00+09:00,1,1,걍 망겜 하지마셈요 추천 ㄴㄴ,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,밤뚱,2022-04-07 00:00:00+09:00,1,0,테블릿으로 하는사람들은 고려 안하나요? 패치하겠거니 하고 기다려봐도변하는게 아무것도 없네요 버튼크기라도 조절할수있게해주던지 터치영역을 기기에 맞게 수정되게 해주셔야하는거 아닌가요?,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,신승철,2022-04-07 00:00:00+09:00,1,0,오류투성이,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김재훈,2022-04-07 00:00:00+09:00,1,0,ㄹㅇ 운빨겜,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,노트,2022-04-07 00:00:00+09:00,1,0,아니 사람을 열받게하시네요 움직이는것도 안되고 시작도 겨우됬는데 캐릭터사는창은 계속뜨고 차라리 게임을 하지말라고 하세요 진짜 게임하고싶은데 못하고,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,대검,2022-04-07 00:00:00+09:00,1,0,용병 상자 열리는거 안보이는 버그 계속 있는데 고칠 생각을 안하네,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,갈비살,2022-04-07 00:00:00+09:00,1,81,그대를 사랑해요 darling,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김서정,2022-04-07 00:00:00+09:00,1,0,로그인 오류 언제 고치는지 따졌는데 리뷰 삭제 당함,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,수빈,2022-04-07 00:00:00+09:00,3,0,채팅좀 만들어주세요..,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,사람,2022-04-07 00:00:00+09:00,1,0,앵간히 튕겨야죠 계속 연결 불량뜨다 튕기고 그럼 그판하는 사람들 다 튕기든가 나만 연결 불량뜨고 튕기고 몇번을 이 상황 일어나면 점수 그냥 계속 떨구는데 복구해줄거 아니잖아여 그러면 안튕기게 해주든가 해줘야죠 다른분들도 이런거 심하던데 패치좀 해주세여,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,Morten Pedersen,2022-04-07 00:00:00+09:00,5,0,인생게임 매일 즐기고 있습니다,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,초호,2022-04-07 00:00:00+09:00,1,1,게임이 안눌려저요 ㅠㅠㅠㅠㅠ 왜그러는거야 맨날 오류나...,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김치볶음밥,2022-04-07 00:00:00+09:00,1,0,갤럭시 탭 S7+ 사용중인데 자꾸 튕기고 아이템 선택하는데 화면 크기랑 터치하는 부분의 차이가 심하네요. 누구랑 매치 될지도 확인이 안돼서 예견 증강체를 사용해도 무용지물이에요.,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,똘르가즘핡,2022-04-07 00:00:00+09:00,3,0,전략가중 일부가 없어졌어요 (특히 배불뚝이) 복구좀 예전에 리뷰썼던것같은데 저장을 안했나,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,장욱찬,2022-04-07 00:00:00+09:00,2,0,안녕하세요. 혹시 앱화면비율 설정 못하나요? 대부분의 안드로이드 태블릿이 16대9비율이 아니라서 게임시 캐릭터 보관이랑 판매랑 겹쳐서 종종 챔피언이 팔리고 아예 게임을 못하는 상황이 발생합니다. 아니몈 16대9만 게임플레이가 가능하도록 고정할순 없나요?,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,신미니TV,2022-04-06 00:00:00+09:00,1,0,한동안 즐겁게 하다가 요근래 일주일정도 게임을 안했습니다. 근데 다른 문제가 생겼어요...계정 로그인이 안된다는 겁니다. '이 계정은 이용이 제한 되었습니다.' 라는 문구만 계속해서 뜨고 있어요. 해킹이라도 당했었나 싶어서 라이엇 게임즈 사이트에 가서 비번 바꾸고 계정또한 2차 강화까지 했는데...다시 모바일TFT에 들어가서 재로그인 하니 또다시 같은 문구만 반복합니다. 일시적 버그이길 바랍니다..ㅠㅠ 롤토체스 하고싶다고 ㅆ...ㅠㅠ 형식적인 답안지같은 말은 필요도 없고 ㅠㅠ 어떻게 해야 모바일 롤토체스 다시 할 수 있는지 알려줘오...전체 리뷰,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,이상민,2022-04-06 00:00:00+09:00,1,0,억까 지리네요 아니 요들군주 베이가 뽑을려고 요들 3성으로 거의 다 만들었는데 벡스 5마리만 나오면 되는걸 상점에 1개만 떠서 졌습니다...이럴거면 상점 확률 왜 만들어 놓은거죠? 5티어는 계속 뜨는데;;;벡스 5마리 뜨는거 보다 카이사 2성 만드는게 더 빠른건 그 판이 처음이였습니다....진짜 상점 확률 억까가 너무 심하네요,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,호준강,2022-04-06 00:00:00+09:00,1,0,어느순간부터 소리도 안나고 잡렉도 걸리는데 언제 고쳐주는거죠?,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,박서경,2022-04-06 00:00:00+09:00,5,0,게임 잘 하고있었는데 제 친구창이 전부 삭제되있더라구여 남편계정친추하려하니 유요하지않는사용자라고 뜨고 어케된거죠 ???,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,은종,2022-04-06 00:00:00+09:00,3,0,화질이 조금 떨어지고 캐릭터 움직임이 부자연스럽다,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,목정수,2022-04-06 00:00:00+09:00,1,13,부끄러운줄 아세요 ㅈ소기업이 그나마 하나있는ip관리도 제대로못하시네,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,거대 증기 골렘,2022-04-06 00:00:00+09:00,1,0,로그인이 안되는데 버근가요,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,모야,2022-04-06 00:00:00+09:00,1,0,접속도안되고 개망작됨,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김재남,2022-04-06 00:00:00+09:00,5,0,재밌게하고있는 유저입니다 tft 서버문제로 돌거북라운드까지 접속안되어서 당연히 8등했구요 77포인트 감소했는데 복구처리 부탁드립니다,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,치킨,2022-04-06 00:00:00+09:00,1,0,"재미있는데 늘 업데이트 하고 나면 로그아웃 되어있고, 로그인 하려고 하면 이메일 인증을 받아야하는데 이메일을 확인하려고 하면 앱은 꺼져있고 무한반복이라 로그인하기 어려움",android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김채현,2022-04-06 00:00:00+09:00,5,0,핵 있습니다. 로딩 딜레이 주는거인듯?,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,조승현,2022-04-06 00:00:00+09:00,5,0,버그인것 같은데 용병 보상이 4연패부터 쌓여요.ㅠㅠ,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김수환,2022-04-06 00:00:00+09:00,1,0,오류가 겁나게 많은데 왜조치를 안하는지 모르겠다 친구초대해서 플레이하면 갑자기 친구사라지더니 게임내에 친구안들어와짐 챔피언드레그 안됨 등등 조치좀합시다 좀,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,권태무,2022-04-06 00:00:00+09:00,1,0,뭔 패치를 했는지 화면 터치 안되고 안보이고 아주 난리 이래놓고 연봉받음? 사장호구네,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,Kim Brian,2022-04-06 00:00:00+09:00,1,4,못하겠습니다.리롤 한 번 칠때마다 안 뜰까 불안하고 손이 덜덜 떨리는데 이런 제 모습이 불쌍해서라도 전 이 게임을 이젠 못하겠습니다.,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,대충,2022-04-06 00:00:00+09:00,1,0,뭐야 내리뷰 왜지우는거? 아니 ㅈ버그걸려서 랭팅긴게 내잘못임? 폰 어제바꿨는데 팅긴게 내잘못이냐거 답변이라고 온게 껐다 키시구요^^ 점수는 저희가 꿀꺽했습니다 ㅅㄱㅇ^^ 이 지롤,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,ᄋᄃ,2022-04-06 00:00:00+09:00,1,0,별 반개는 없나요? 진짜 이건 좀 아닌거 같네요 버그는 정말 수두룩하고 그거 때문에 게임 진적도 많고 이렇게 개선 안할거면 걍 모바일버전은 삭제하세요 진짜...,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,바직스,2022-04-06 00:00:00+09:00,5,0,재미있습니다. 생각만하면 다이아 가는 게임~~^^,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,전신Slayer,2022-04-05 00:00:00+09:00,1,1,1점주기도 아까움 개망작 이딴식으로 운영할거면 없애버리지? 솔직히 예전에 이정도까지는아니였는데 참 초심 잃어버렸네...,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,T H KIM,2022-04-05 00:00:00+09:00,1,0,이용자들 돈만 보고.. 오류는 하나도 고치지않는 게임,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,강현덕,2022-04-05 00:00:00+09:00,2,1,야 이번 업뎃 후엔 소리가 안나네 매번 업뎃 할때마다 하나씩 하자나는데 일 좀 똑바로 하지? 아님 피씨로만 하게 하던지 뭐하는거야 진짜 ㅡㅡ,android
https://play-lh.googleusercontent.com/s1oznk4iNY8P2jbcVRsfgRwYVl6TSUtVFa8ghNCKrIx-np68ClpmzD42red6DKjEs4o=s180-rw,전략적 팀 전투: 리그 오브 레전드 전략 게임,김수창,2022-04-05 00:00:00+09:00,1,0,감사합니다^^ 덕분에 핸드폰도 부수고 벽에 구멍도 냈네요ㅋㅋ 거 상점 확률 코딩한놈 머리 깨부수고 싶게ㅋㅋ,android
