APP_NAME,USER,DATE,STAR,LIKE,COMMENT,OS
Facebook,엄주식,2022-04-07 10:27:01+09:00,1,0,안 보임 빨리점 고치삼  삭제하기 전에,ios
Facebook,bjsusgrboeokew,2022-04-06 23:34:21+09:00,1,0,아니 친구 들어가면   연결할 수 없습니다 인터넷 연결 상태 확인 후 다시 시도해 주세요 이렇게 뜨고 안보여요ㅠㅠㅜㅠ,ios
Facebook,*구르미*,2022-04-06 20:42:34+09:00,1,0,받을 때는 12세 라면서 14로 왜 올라가요?,ios
Facebook,삭와상좌,2022-04-06 16:29:48+09:00,1,0,ㅈ같은 광고 엑박 개짝아서 눌러도 안지워지고 홈페이지 들어가는것도 빡치는데 요새는 사진은 조또 재부팅 재설치 재로그인 폰업뎃 등등 할수있는 똥꼬쇼는 다 해도 안 보임 요즘 페북 꼬라지보면 1점도 ㅈㄴ아깝네요,ios
Facebook,ddohh0514,2022-04-06 11:26:05+09:00,4,0,예전엔 안그랬는데 갑자기 페이스북 업데이트를 하고 난 후에 스토리가 잘 안나와요 얼른 고쳐주세요,ios
Facebook,별명뭐죄다쓰고있대,2022-04-05 18:14:41+09:00,5,0,안녕하세요 고객센터같은곳에 전화하거나 직접 말을 전할 곳이 없어 여기다가 적습니다.왜인지모르겠지만 갑자기 제 페북 계정이 잠금처리되었어요 그래서 그거 풀려고하니까 코드를 전화번호로보내더라고요 근데 제가 전화번호를 바꿨기도하고 그 번호를 지금 아무도 사용안하는거같습니다 그래서 코드를 받아줄 사람이없고 또 다른방법으로 로그인하는방법도없던데 제가 뭐 어떻게해야하죠?,ios
Facebook,복숭아 망고 요거트 아이스크림,2022-04-05 17:19:53+09:00,5,0,"Facebook is fun, crowded, and diverse. And it's exciting and fun. It's good to have more friends again. It's an addictive app, so I do it once a day.",ios
Facebook,dmsktjdksn,2022-04-04 23:12:17+09:00,5,1,게시글들 좀 보려고 하면 사진 아무것도 안 보여요 그냥 글자만 있든가 아무것도 안 보임 며칠째 이러니 환장할 노릇ㅅ이네요 오류 좀 고쳐주세요,ios
Facebook,페북 계정 돼돌려주세요,2022-04-04 22:15:48+09:00,1,0,아니 로그인이 갑자기 안돼고 알수없는 오류라고하는데 계속 안되요,ios
Facebook,Hyunju15,2022-04-04 20:46:30+09:00,1,0,22.04.04일업댓을 하였는데 뉴스가 떠서 들어가면  아무것도 뜨지않아요...,ios
Facebook,환불 요청 ㅠㅠ,2022-04-04 19:57:21+09:00,5,0,자꾸 페북 답글이 안 뜨는데 무슨 버그 인가요,ios
Facebook,김꽥꽥008,2022-04-03 21:38:38+09:00,2,0,바뀐건진 모르겠는데 대표 컬렉션에 넣을려고 사진을 스토리에 올렸다가 보관함에 넣고 보관함을 들어가니까 아예 스토리가 사라져 있어요 하 징자,ios
Facebook,최병알,2022-04-03 10:51:53+09:00,2,0,개인정보 설정하다가 태어난 년도를 잘못 눌렀는데 계정이 날라갔어요 돌려주세요 ㅠㅠ,ios
Facebook,아래나 굿,2022-04-03 00:29:09+09:00,1,0,스토리 기분 없는사람 개많던데 장난하세요,ios
Facebook,제발요.. 죄책감 얻기 싫어요,2022-04-02 13:30:23+09:00,5,0,신고 취소 하는 법 없나요..? 제 인생이 있어요 저의 엄마 계정에 장난으로 신고 했는대 엄마한테 돈 빌린 사람들 다 거기에 있는대 계정 사라지면 큰일나요ㅠ 제발요 진짜 저 죄책감 죽을때 까지 기억하면서 살아요ㅠ 제발요 진짜,ios
Facebook,히리릿리리링잉ㅇ,2022-04-02 13:01:22+09:00,4,1,스토리에 친구들 스토리만 원래 떴었는데 오늘 갑자기 광고도 같이 막 뜨는데 없애주시면 안되나요 아무리 검색해서 설정해도 전혀 맞지 않는 설정인데,ios
Facebook,공갈룡,2022-04-01 23:32:06+09:00,1,0,인스타에 올리면서 페북에도 올리는 인스타스토리가 저한텐 페북스토리에 안떠요 왜 이런거죠 ㅠㅠ,ios
Facebook,키크크ㅜ뉴오녀머ㅗㅇ,2022-04-01 20:18:42+09:00,2,0,갑자기 언제부턴가 스토리 있는곳에 릴스가 나오는데 없어지지가 않아요ㅠㅠ ㅇ릴스좀 없애주세요,ios
Facebook,장기용 머리카락,2022-04-01 17:04:27+09:00,1,0,나이 설정 잘 못 했는데 신분증을 찍으라뇨 이건 너무 너무 좀 그렇네요 하루아침에 페북 계정이 사라지다니 허무하고 전에는 잘 사용 하고 있었는데 삶의 낙이 없어졌습니다 제발 답변쥬시길.... 아 참 돔으로 페북이랑 연동된 인스타도 사라졌습니다.,ios
Facebook,Knigt7111,2022-04-01 07:00:11+09:00,1,0,업데이트 후에 알림란에서 맨션댓글을 누르면 맨션한 댓글은 안보이고 게시물만 떠서 댓글을 찾기 어려워져요,ios
Facebook,히리니키출,2022-03-31 08:37:52+09:00,5,0,스토리도 안보이고 동영상도 안틀어져요 제발 다시 복구좀요…..,ios
Facebook,이주냥이,2022-03-30 23:55:24+09:00,1,0,뭐에요 페북을 삭제해도 개속 시간이 가고 있어요? 24시간개속 되고 있습니다 이 버그진 모르겠지만 어떻게 해주세요,ios
Facebook,ㅣㅣㅣㅏㅓㅔ,2022-03-30 23:42:36+09:00,1,0,페북 본계가 갑자기 날라갔어요 돌려주세요 진짜 너무 당황스럽고 화가나네요 빨리 복구되면 좋겠습니다.,ios
